Rain ID,Date/Time,Nearest town,State,Latitude,Longitude,Total precipitation
3782,13-02-2011 05:05,DARKWOOD,NSW,-30.4484,152.6511,0
3783,13-02-2011 05:10,BELLINGEN,NSW,-30.4484,152.9011,0
3784,15-02-2011 03:30,WILCANNIA,NSW,-31.5652,143.368,0
3785,20-02-2011 07:30,TOCAL,NSW,-32.6401,151.5928,0
3786,21-02-2011 00:00,EVANS HEAD,NSW,-29.1151,153.4345,0
3788,27-02-2011 05:25,NAMBUCCA HEADS,NSW,-30.6415,152.9906,0
3789,02-03-2011 03:57,WALCHA,NSW,-30.9817,151.5845,0
3790,06-01-2011 03:35,LAKE TINAROO,QLD,-17.1957,145.6281,0
3791,06-01-2011 04:50,FLAGGY CREEK,QLD,-17.45,145.3667,0
3792,06-01-2011 20:30,TRAVESTON,QLD,-26.3198,152.7802,0
3793,11-03-2011 06:55,BIG HILL,NSW,-34.5484,150.0012,0
3794,08-01-2011 08:30,MOUNT ISA,QLD,-20.726,139.494,0
3795,08-01-2011 12:30,LAWN HILL NATIONAL PARK,QLD,-18.7696,138.3873,0
3796,10-01-2011 10:00,CHINCHILLA,QLD,-26.7384,150.6283,0
3797,11-03-2011 05:50,SUNNY CORNER,NSW,-33.3817,149.8846,76
3798,13-03-2011 05:15,Blackheath,NSW,-33.3817,149.8846,0
3799,05-03-2011 00:00,SAPPHIRE,QLD,-23.4612,147.7208,0
3800,14-03-2011 01:50,GEORGES PLAINS,NSW,-33.5151,149.5179,0
3801,05-03-2011 23:00,BEDOURIE,QLD,-24.3593,139.4693,0
3802,14-03-2011 05:50,BARRINGTON TOPS,NSW,-31.892,151.555,0
3803,07-04-2011 23:00,WEIPA AIRPORT,QLD,-12.6785,141.9247,0
3804,15-03-2011 05:34,bombala,NSW,-36.9151,149.2346,0
3805,16-03-2011 09:40,NABIAC,NSW,-32.0984,152.3845,0
3806,16-03-2011 09:05,KRAMBACH,NSW,-32.0484,152.2678,0
3807,03-05-2011 06:23,CEDAR CREEK,QLD,-27.8195,153.1641,0
3808,17-03-2011 06:00,PORT MACQUARIE,NSW,-31.4317,152.9178,0
3809,20-03-2011 23:00,KIAMA,NSW,-34.6651,150.8512,0
3810,21-03-2011 01:00,ALBION PARK,NSW,-34.5817,150.7762,0
3811,20-03-2011 23:00,ALBION PARK AERODROME,NSW,-34.5651,150.7846,0
3812,21-03-2011 01:00,ALBION PARK AERODROME,NSW,-34.5651,150.7846,0
3828,30-05-2011 00:00,ZETLAND,NSW,-33.9151,151.2096,0
3829,14-09-2010 00:55,WYONG,NSW,-33.2817,151.4178,0
3830,13-09-2010 23:45,ERINA,NSW,-33.4401,151.3928,0
3831,31-10-2010 03:35,KAHIBAH,NSW,-32.9651,151.7011,0
3832,04-11-2010 00:00,MOUNT SEAVIEW,NSW,-31.3651,152.2217,0
3867,19-03-2011 11:00,BERRY,NSW,-34.7817,150.7012,0
3868,18-03-2011 22:00,UPPER KANGAROO VALLEY,NSW,-34.6868,150.618,0
3922,08-03-2011 00:00,PALM VALLEY,NT,-24.0667,132.75,125
3923,08-03-2011 00:00,PALM VALLEY,NT,-24.0667,132.75,125
3924,27-08-2010 00:00,MOUNT STOW,NT,-13.9032,132.6405,86
3925,27-08-2010 00:00,MOUNT STOW,NT,-13.9032,132.6405,86
3926,09-09-2010 00:00,ALICE SPRINGS,NT,-23.6994,133.8807,0
3927,29-10-2010 15:30,KULGERA,NT,-25.8431,133.2929,0
3928,29-11-2010 10:00,MARRARA,NT,-12.404,130.9104,120
3929,29-11-2010 10:00,Darwin River Ridge,NT,-12.8136,130.9875,110
3930,08-12-2010 15:00,BOND SPRINGS,NT,-23.5391,133.9216,18
3931,21-02-2011 15:00,JABIRU,NT,-12.6752,132.8337,190
3932,04-03-2011 00:00,HELEN SPRINGS,NT,-18.4344,133.8739,148
3933,09-03-2011 00:00,HERMANNSBURG,NT,-23.9449,132.7778,113
3934,28-08-2011 00:00,SARINA,QLD,-21.4226,149.2175,0
3935,09-09-2011 00:00,WARWICK,QLD,-28.2154,152.0353,0
3936,07-10-2011 21:10,CROWS NEST,QLD,-27.2659,152.058,0
3937,07-10-2011 06:05,CROWS NEST,QLD,-27.2659,152.058,0
3938,07-10-2011 06:30,ESK,QLD,-27.2395,152.4197,0
3939,07-10-2011 21:30,LAIDLEY,QLD,-27.6315,152.3939,0
3940,07-10-2011 07:00,MOUNT ALFORD,QLD,-28.0654,152.5964,0
3941,07-10-2011 06:45,MOUNT COTTON,QLD,-27.6167,153.2167,0
3942,07-10-2011 07:15,TOOMBUL,QLD,-27.4167,153.05,0
3943,07-10-2011 06:30,GORDON PARK,QLD,-27.4165,153.0275,0
3944,07-10-2011 06:00,SLACKS CREEK,QLD,-27.6487,153.1511,0
3945,07-10-2011 06:40,MOUNT COTTON,QLD,-27.6167,153.2167,0
3946,07-10-2011 06:30,HELIDON,QLD,-27.5504,152.1261,0
3947,07-10-2011 06:45,TENTHILL,QLD,-27.6667,152.2333,0
3948,07-10-2011 07:00,LAIDLEY,QLD,-27.6315,152.3939,0
3949,07-10-2011 07:45,PEAK CROSSING,QLD,-27.7856,152.7552,0
3950,07-10-2011 00:00,PARKINSON,QLD,-27.65,153.0333,0
3951,15-10-2011 10:35,BOORAL,QLD,-25.354,152.8899,0
3952,15-10-2011 10:30,BURRUM TOWN,QLD,-25.329,152.5872,0
3953,19-10-2011 18:45,GOLDSBOROUGH,QLD,-17.1824,145.7442,385
3954,18-10-2011 05:00,MENA CREEK,QLD,-17.6712,145.9231,157
3958,04-11-2011 06:00,MOUNT ISA,QLD,-20.726,139.494,0
3959,13-11-2011 08:25,RATHDOWNEY,QLD,-28.2115,152.8633,0
3966,30-10-2011 10:00,HAMILTON,QLD,-27.4373,153.0594,0
3968,30-10-2011 06:00,FELTON,QLD,-27.7493,151.7372,100
4012,18-11-2011 00:00,CORONA,QLD,-23.1167,143.35,0
4115,07-11-2011 09:45,NEWCASTLE,NSW,-32.9317,151.7845,0
4116,08-11-2011 05:00,SHELLHARBOUR,NSW,-34.5817,150.8679,0
4117,29-11-2011 11:00,ROSSI,NSW,-35.4651,149.5012,0
4118,28-09-2011 05:30,GISBORNE,VIC,-37.4902,144.5896,0
4119,28-09-2011 05:40,MELBOURNE,VIC,-37.8436,144.974,0
4120,06-10-2011 04:30,THORPDALE,VIC,-38.3249,146.2082,0
4121,06-10-2011 08:30,GISBORNE,VIC,-37.4902,144.5896,0
4122,22-10-2011 04:10,BALLARAT,VIC,-37.5615,143.853,0
4123,22-10-2011 06:00,BENDIGO,VIC,-36.7625,144.2777,0
4124,28-10-2011 05:45,BROOKLYN,VIC,-37.8141,144.8395,0
4125,09-11-2011 07:50,SOMERVILLE,VIC,-38.228,145.1755,0
4126,09-11-2011 08:00,ELWOOD,VIC,-37.8851,144.985,0
4127,09-11-2011 08:00,BENTLEIGH EAST,VIC,-37.9226,145.0659,0
4128,09-11-2011 08:00,BEAUMARIS,VIC,-37.9843,145.0415,0
4129,09-11-2011 08:15,PAKENHAM,VIC,-38.0773,145.4779,0
4130,09-11-2011 03:00,PORT FAIRY,VIC,-38.3862,142.2309,18
4131,25-11-2011 10:30,BEULAH WEST,VIC,-35.9349,142.2782,0
4133,10-12-2011 06:00,WANGARATTA,VIC,-36.3608,146.3112,0
4134,16-12-2011 06:45,TONGIO,VIC,-37.2125,147.7179,0
4135,25-11-2011 23:45,KEW,VIC,-37.8102,145.0279,0
4136,25-11-2011 23:50,NORTHCOTE,VIC,-37.7746,145.0027,0
4137,18-12-2011 05:15,MOCKINYA,VIC,-36.963,142.1525,0
4138,18-12-2011 06:00,HALLS GAP,VIC,-37.1714,142.5612,0
4140,18-12-2011 05:00,MOUNT WILLIAM,VIC,-37.2943,142.5998,0
4141,18-12-2011 07:30,HALLS GAP,VIC,-37.1714,142.5612,0
4143,18-12-2011 05:40,GREAT WESTERN,VIC,-37.1984,142.8179,0
4144,18-12-2011 06:28,STAWELL,VIC,-37.0598,142.7771,0
4145,18-12-2011 06:40,STAWELL,VIC,-37.0598,142.7771,0
4146,19-12-2011 00:00,TOOLANGI,VIC,-37.5641,145.4602,0
4147,18-12-2011 11:00,TRENTHAM,VIC,-37.4211,144.3248,0
4148,18-12-2011 06:30,HALLS GAP,VIC,-37.1714,142.5612,0
4150,18-12-2011 11:25,MOUNT MACEDON,VIC,-37.3992,144.588,0
4151,18-12-2011 12:40,CRAIGIEBURN,VIC,-37.5959,144.9328,0
4152,24-12-2011 05:00,Dargo,VIC,-37.49,147.1658,0
4153,25-12-2011 04:30,DELAHEY,VIC,-37.721,144.7761,0
4154,25-12-2011 06:10,ELTHAM,VIC,-37.7258,145.1347,0
4155,25-12-2011 06:30,YARRA GLEN,VIC,-37.6604,145.3731,0
4156,25-12-2011 05:30,ELTHAM,VIC,-37.7258,145.1347,136
4157,25-12-2011 04:53,LAVERTON R A A F BASE,VIC,-37.8627,144.7412,44
4158,04-12-2010 11:00,MILDURA AIRPORT,VIC,-34.2316,142.0815,53
4159,09-02-2012 09:30,Pennyroyal,VIC,-38.421,143.8348,223
4160,09-02-2012 03:00,BUCHAN CAVES,VIC,-37.5028,148.1585,0
4161,09-02-2012 07:15,CORA LYNN,VIC,-38.1429,145.6066,0
4162,28-01-2012 09:50,BROADFORD,VIC,-37.2057,145.0449,0
4163,10-02-2012 02:30,Penshurst,VIC,-37.8824,142.4235,77
4164,10-02-2012 04:35,BEAUFORT,VIC,-37.4332,143.3781,0
4165,10-02-2012 06:30,CASTLEMAINE,VIC,-37.0639,144.2163,0
4166,20-12-2012 00:00,ROCHESTER,VIC,-36.3613,144.6985,33
4167,19-02-2012 23:30,Archerton,VIC,-36.9064,146.2389,0
4168,19-02-2012 23:30,STRATH CREEK,VIC,-37.24,145.2176,31
4169,26-02-2012 06:00,Rutherglen,VIC,-36.1047,146.5094,49
4170,27-02-2012 04:41,MILDURA AIRPORT,VIC,-34.2316,142.0815,34
4171,27-02-2012 04:40,BALLARAT,VIC,-37.5615,143.853,0
4172,27-02-2012 06:00,BALLARAT,VIC,-37.5615,143.853,0
4173,27-02-2012 09:30,Benalla,VIC,-36.6181,145.9822,167
4174,27-02-2012 08:00,MILL PARK,VIC,-37.6728,145.061,0
4175,27-02-2012 08:30,CASTLEMAINE,VIC,-37.0639,144.2163,0
4176,27-02-2012 08:30,CHEWTON,VIC,-37.082,144.2584,0
4177,14-03-2012 04:30,CALLAGHAN CREEK,VIC,-36.4459,147.4274,0
4178,22-04-2012 08:15,TARRAWINGEE,VIC,-36.3948,146.4469,0
4179,22-02-2012 05:30,Aurthurs Seat,VIC,-38.3586,144.9444,26
4180,24-04-2012 01:00,CRANBOURNE,VIC,-38.1061,145.2777,0
4181,11-12-2011 02:59,Berowra heights,NSW,-33.607,151.143,0
4184,11-12-2011 02:00,TUGGERANONG,NSW,-35.4317,149.1512,0
4185,11-12-2011 06:29,TERREEL RIDGE,NSW,-32.2151,152.0345,0
4186,11-12-2011 17:30,BLUE HAVEN,NSW,-33.1984,151.4845,160
4187,11-12-2011 06:32,COOMA AIRPORT,NSW,-36.2984,148.9679,0
4188,11-12-2011 07:00,DUNGOG,NSW,-32.3817,151.8345,0
4189,19-12-2011 07:10,GREYSTANES,NSW,-33.8151,150.9346,0
4190,19-12-2011 07:15,MERRYLANDS,NSW,-33.8401,150.9846,0
4191,19-12-2011 07:15,DOYLES PROSPECT,NSW,-31.2984,148.9346,0
4192,21-12-2011 07:30,PINE RIDGE,NSW,-33.9317,149.2846,0
4193,21-12-2011 07:30,BLACKVILLE,NSW,-31.6317,150.2345,0
4194,21-12-2011 07:30,DURI,NSW,-31.2151,150.8178,0
4195,22-12-2011 05:20,COOMA,NSW,-36.2515,149.0782,0
4196,24-12-2011 04:10,BARRINGTON TOPS,NSW,-31.9984,151.4511,0
4197,24-12-2011 04:10,WAUKIVORY CREEK,NSW,-32.0817,152.0011,0
4198,24-12-2011 07:00,JINGERA,NSW,-35.7651,149.4179,0
4199,24-12-2011 07:20,QUEANBEYAN,NSW,-35.3576,149.2332,0
4200,24-12-2011 07:55,CAPTAINS FLAT,NSW,-35.5817,149.4512,0
4201,26-12-2011 08:40,PUTTY,NSW,-32.9151,150.6512,0
4202,03-01-2012 07:11,JERANGLE,NSW,-35.8817,149.3679,0
4203,05-01-2012 06:40,MANILDRA,NSW,-33.1817,148.6846,0
4204,05-01-2012 12:25,AVALON,NSW,-33.6317,151.3179,0
4205,14-01-2012 04:30,BATHURST,NSW,-33.4167,149.5807,0
4206,19-01-2012 06:30,EAST ORANGE CREEK,NSW,-33.3067,149.1054,0
4207,20-01-2012 10:04,TUGGERANONG,NSW,-35.4317,149.1512,0
4208,21-01-2012 02:50,BATHURST,NSW,-33.4167,149.5807,0
4209,22-01-2012 00:20,TAREE,NSW,-31.9151,152.4511,0
4210,26-01-2012 07:23,WARRAGAMBA DAM,NSW,-33.8817,150.5929,0
4211,06-02-2012 10:30,MUDGEE AIRPORT,NSW,-32.5484,149.6012,0
4212,08-02-2012 03:40,WEABONGA,NSW,-31.2151,151.3178,0
4213,08-02-2012 03:40,DUBBO,NSW,-32.2567,148.6012,0
4214,11-02-2012 06:20,WOOLGOOLGA,NSW,-30.0984,153.1511,0
4215,12-02-2012 04:15,INGLEBURN,NSW,-33.9984,150.8512,0
4216,12-02-2012 05:00,KINGS LANGLEY,NSW,-33.7484,150.9179,0
4217,12-02-2012 10:20,COFFS HARBOUR,NSW,-30.3151,153.1345,0
4218,13-02-2012 02:05,MURWILLUMBAH,NSW,-28.3317,153.3845,0
4219,13-02-2012 05:25,KENDALL,NSW,-35.4818,148.0012,0
4220,14-02-2012 07:30,BARRINGTON TOPS,NSW,-31.9984,151.4511,0
4221,18-02-2012 06:24,DUBBO,NSW,-32.2567,148.6012,0
4222,18-02-2012 08:23,PARKVILLE RAILWAY STATION,NSW,-31.9817,150.8678,0
4223,19-02-2012 07:58,JERVIS BAY,NSW,-35.0651,150.7346,0
4224,19-02-2012 09:50,DARKES FOREST,NSW,-34.2317,150.9096,0
4225,19-02-2012 10:00,EAST SYDNEY,NSW,-33.8817,151.2179,0
4226,19-02-2012 11:15,PEAKHURST,NSW,-33.9567,151.0596,0
4227,20-02-2012 06:18,TAMWORTH,NSW,-31.0817,150.9345,0
4228,20-02-2012 11:30,YAMBA,NSW,-29.4401,153.3595,0
4229,20-02-2012 14:00,KYOGLE VIEW,NSW,-28.3984,153.0678,0
4230,20-02-2012 15:00,CAWONGLA,NSW,-28.5984,153.1011,0
4231,20-02-2012 15:00,DOON DOON CREEK,NSW,-28.4984,153.3011,0
4232,29-02-2012 06:00,WILCANNIA AERODROME,NSW,-31.4985,143.368,0
4233,29-03-2012 07:05,ST ALBANS,NSW,-33.2901,150.9929,0
4234,08-04-2012 08:38,OAKLANDS RAILWAY STATION,NSW,-35.5485,146.168,0
4235,08-04-2012 10:20,TURRAMURRA,NSW,-33.7317,151.1346,0
4236,18-01-2012 10:00,TUGGERANONG,NSW,-35.4317,149.1512,0
4237,11-12-2011 13:06,SAN REMO,NSW,-33.1984,151.5178,0
4238,12-02-2012 04:00,CABRAMATTA,NSW,-33.8984,150.9346,0
4239,09-11-2011 08:30,MILL PARK,VIC,-37.6728,145.061,0
4240,17-12-2011 19:00,MILDURA AIRPORT,VIC,-34.2316,142.0815,59
4241,16-03-2012 01:43,MOUNT KURING-GAI,NSW,-33.7484,151.0679,0
4242,05-01-2012 06:30,WOOLBROOK,NSW,-30.9651,151.3511,0
4243,10-02-2012 05:14,CHARLESTOWN,NSW,-32.9651,151.6845,0
4244,19-02-2012 11:30,MOUNT KURING-GAI,NSW,-33.7484,151.0679,0
4245,08-11-2011 00:00,LEIGH CREEK,SA,-30.5924,138.4003,0
4246,17-12-2011 00:00,KADINA,SA,-33.9626,137.7154,0
4247,17-12-2011 00:00,BUCKLAND PARK,SA,-34.6428,138.4778,0
4248,17-12-2011 00:00,HALLETT COVE,SA,-35.0769,138.5018,0
4249,17-12-2011 00:00,WHYALLA AIRPORT,SA,-33.0594,137.5154,0
4250,17-12-2011 00:00,GLUEPOT,SA,-33.0234,134.7166,102
4251,07-01-2012 00:00,LITTLE PARA RESERVOIR,SA,-34.7514,138.723,0
4252,07-01-2012 00:00,GOLDEN GROVE,SA,-34.7838,138.706,0
4253,07-01-2012 00:00,KERSBROOK,SA,-34.7843,138.8516,0
4254,07-01-2012 00:00,Ironstone Road,SA,-34.7843,138.8516,0
4255,07-01-2012 00:00,Cromer Road,SA,0,0,0
4256,07-01-2012 00:00,BELLEVUE HEIGHTS,SA,-35.0326,138.594,0
4257,07-01-2012 00:00,ACKLAND HILL,SA,-35.0519,138.6431,0
4258,07-01-2012 00:00,MOUNT CRAWFORD,SA,-34.713,138.9528,0
4259,07-01-2012 00:00,KUITPO,SA,-35.2266,138.6862,0
4260,07-01-2012 00:00,BUCKLAND PARK,SA,-34.6859,138.5169,0
4261,07-01-2012 00:00,CLEVE,SA,-33.702,136.4937,0
4262,29-01-2012 00:00,WHYALLA,SA,-33.0594,137.5154,0
4264,29-01-2012 00:00,MELTON,SA,-34.0834,137.9817,56
4265,29-01-2012 09:00,WILMINGTON,SA,-32.6511,138.1004,70
4266,14-03-2012 18:30,BELLEVUE HEIGHTS,SA,-35.0326,138.594,0
4267,14-03-2012 18:30,ACKLAND HILL,SA,-35.0519,138.6431,0
4268,14-03-2012 18:30,MELROSE PARK,SA,-34.9843,138.5785,0
4269,14-07-2010 08:40,ELIZABETH DOWNS,SA,-34.6984,138.6933,0
4270,18-07-2010 05:50,MARION,SA,-34.9971,138.5515,0
4271,13-09-2010 00:00,CLEVE AERODROME,SA,-33.7104,136.5047,0
4272,13-09-2010 00:00,MOONTA,SA,-34.0671,137.589,0
4273,24-11-2010 15:30,WOLSELEY,SA,-36.3652,140.9067,0
4274,01-12-2010 17:45,YOUNGHUSBAND,SA,-34.8828,139.5255,0
4275,02-12-2010 15:30,WOODSIDE,SA,-34.9516,138.8756,0
4278,06-12-2010 09:00,ANGASTON,SA,-34.5045,139.0494,74
4279,07-12-2010 00:00,MANNUM,SA,-34.9137,139.3058,0
4280,07-12-2010 00:00,FREELING,SA,-34.4542,138.8105,0
4281,07-12-2010 00:00,BURNSIDE,SA,-34.939,138.6657,0
4282,07-12-2010 00:00,STOCKPORT,SA,-34.334,138.732,0
4283,08-01-2011 17:30,Ernabella,SA,0,0,55
4284,05-02-2011 09:00,YUNTA,SA,-32.5797,139.5587,0
4285,05-02-2011 16:30,PORT AUGUSTA AERODROME,SA,-32.5085,137.718,0
4286,05-02-2011 15:30,MOUNT MARY,SA,-31.1247,138.5473,0
4287,11-02-2011 12:00,GOLDEN GROVE,SA,-34.7838,138.706,0
4288,11-02-2011 12:00,SALISBURY,SA,-34.7639,138.6423,0
4289,15-02-2011 00:00,HANSBOROUGH,SA,-34.2505,139.0118,51
4290,15-02-2011 00:00,EUDUNDA,SA,-34.1758,139.0841,49
4291,15-02-2011 00:00,NURIOOTPA,SA,-34.4707,138.9959,47
4292,15-02-2011 00:00,TANUNDA,SA,-34.5252,138.9582,33
4293,15-02-2011 00:00,SWAN REACH,SA,-34.5679,139.5997,0
4294,16-02-2011 17:00,HANSBOROUGH,SA,-34.2505,139.0118,0
4295,16-02-2011 17:00,KAPUNDA,SA,-34.3408,138.9154,0
4296,16-02-2011 17:00,NURIOOTPA,SA,-34.4707,138.9959,0
4297,16-02-2011 17:00,KALANGADOO,SA,-37.5638,140.7014,65
4298,19-03-2011 00:03,OODNADATTA AERODROME,SA,-27.5616,135.442,0
4299,11-02-2010 13:30,MOOMBA,SA,-28.1087,140.1919,0
4300,24-05-2010 17:00,PORT VICTORIA,SA,-34.4966,137.4835,0
4312,15-08-2012 16:30,TENNANT CREEK,NT,-19.55,134.2333,0
4313,15-10-2011 07:00,TENNANT CREEK,NT,-19.6511,134.1897,59
4314,03-12-2011 06:30,JABIRU AERODROME,NT,-12.6583,132.8917,87
4315,31-01-2012 01:00,DARWIN INTERNATIONAL AIRPORT,NT,-12.4101,130.8768,131
4319,27-02-2012 10:30,KATHERINE AIRFIELD,NT,-14.4478,132.2747,0
4320,29-02-2012 02:00,YULARA,NT,-25.25,130.9667,53
4321,02-03-2012 15:30,LAJAMANU,NT,-18.3375,130.6334,105
4704,29-01-2012 03:30,EMU PARK,QLD,-23.2593,150.8238,0
4705,29-01-2012 04:15,ROCKHAMPTON,QLD,-23.3781,150.5136,0
4706,29-01-2012 04:20,HUMEBURN,QLD,-27.4123,145.2781,0
4707,29-01-2012 00:00,SPRINGSURE,QLD,-24.1162,148.0886,0
4708,27-01-2012 06:00,OYSTER CREEK,QLD,-24.4262,151.8622,0
4709,27-01-2012 17:55,BRIBIE ISLAND,QLD,-26.95,153.1167,0
4710,27-01-2012 17:55,CABOOLTURE,QLD,-27.0851,152.9513,0
4711,26-01-2012 16:50,DYSART,QLD,-22.5854,148.3461,0
4712,26-01-2012 14:30,MUSKET FLAT,QLD,-25.5,152.35,0
4713,26-01-2012 23:20,CHERWELL,QLD,-25.2667,152.4667,0
4714,25-01-2012 15:15,STUART CREEK,QLD,-19.2833,146.8333,0
4715,25-01-2012 16:25,NELLY BAY,QLD,-19.1651,146.8517,0
4716,25-01-2012 15:05,CLUDEN,QLD,-19.311,146.8303,0
4717,25-01-2012 16:50,PICNIC BAY,QLD,-19.1818,146.8411,0
4718,25-01-2012 15:25,TOWNSVILLE,QLD,-19.2598,146.817,0
4719,25-01-2012 10:35,THOMSON RIVER,QLD,-25.1667,142.8833,0
4720,25-01-2012 00:00,VIRGINIA,QLD,-27.3762,153.065,0
4721,25-01-2012 14:45,BLACK RIVER,QLD,-19.2667,146.6,0
4722,24-01-2012 11:30,BALONNE,QLD,-27.2333,148.85,0
4723,24-01-2012 01:40,MAROOCHYDORE,QLD,-26.6554,153.0933,0
4724,24-01-2012 06:05,MAROOCHYDORE,QLD,-26.6554,153.0933,0
4725,24-01-2012 10:10,NAMBOUR,QLD,-26.627,152.9591,0
4726,24-01-2012 10:10,WEST WOOMBYE,QLD,-26.6623,152.9261,0
4727,24-01-2012 22:00,PIMPAMA,QLD,-27.8026,153.3344,0
4728,24-01-2012 22:30,HOTHAM CREEK,QLD,-27.8,153.3167,0
4729,24-01-2012 22:10,NORWELL,QLD,-27.7667,153.3,0
4730,25-01-2012 15:00,STUART CREEK,QLD,-23.4833,150.3167,0
4731,25-01-2012 15:00,CLUDEN,QLD,-19.311,146.8303,0
4732,22-01-2012 11:00,HUGHENDEN,QLD,-20.8549,144.19,0
4733,22-01-2012 12:05,ST ANNES CREEK,QLD,-20.9833,146.9,0
4734,22-01-2012 13:40,EAGLEFIELD CREEK,QLD,-21.6833,147.3833,0
4735,21-01-2012 05:10,MOUNT GLORIOUS,QLD,-27.3333,152.7667,0
4736,21-01-2012 00:00,CEDAR CREEK,QLD,-27.35,152.9167,0
4737,18-01-2012 00:00,LUCINDA,QLD,-18.5329,146.3347,0
4738,18-01-2012 05:25,GUNNAWARRA,QLD,-17.8887,145.0733,0
4739,15-01-2012 06:30,MACKAY,QLD,-21.1412,149.1858,0
4740,15-01-2012 00:00,ALBERTS CREEK,QLD,-15.0833,143.2333,0
4741,29-02-2012 03:40,SOUTH YAAMBA,QLD,-23.199,150.4005,0
4742,29-02-2012 18:20,HUMEBURN,QLD,-27.4333,145.15,0
4743,24-02-2012 12:30,MAROOCHY RIVER,QLD,-26.582,153.0177,0
4744,24-02-2012 12:40,EUMUNDI,QLD,-26.4801,152.9519,0
4745,24-02-2012 12:40,EERWAH VALE,QLD,-26.4817,152.9094,0
4746,24-02-2012 12:00,DOONAN CREEK,QLD,-26.5,153.0667,0
4747,24-02-2012 12:35,GYMPIE,QLD,-26.1901,152.6655,0
4748,24-02-2012 12:35,COOROY CREEK,QLD,-26.4,152.9,0
4749,24-02-2012 14:05,COORAN,QLD,-26.3354,152.823,0
4750,24-02-2012 15:20,ZACHARIAH CREEK,QLD,-26.3667,152.6167,0
4751,24-02-2012 01:20,POMONA,QLD,-26.3626,152.8564,0
4752,24-02-2012 01:20,COOROIBAH CREEK,QLD,-26.3667,153.0167,0
4753,24-02-2012 02:00,TEWANTIN,QLD,-26.3917,153.0386,218
4754,24-02-2012 02:00,NOOSA,QLD,-26.3,152.9333,250
4755,24-02-2012 12:35,TINBEERWAH,QLD,-26.3833,152.9667,0
4756,23-02-2012 16:25,DAWSON CREEK,QLD,-21.5,149.35,0
4757,22-02-2012 07:55,CONNORS RIVER,QLD,-22.65,149.0667,0
4758,21-02-2012 04:50,COORANGA,QLD,-26.8667,151.1667,0
4759,21-02-2012 06:55,CLONCURRY,QLD,-20.5152,140.4029,0
4760,21-02-2012 06:55,BOREEN POINT,QLD,-26.2851,152.9983,0
4761,13-02-2012 00:00,MARSDEN,QLD,-27.6734,153.0969,0
4762,13-02-2012 06:00,SLACKS CREEK,QLD,-27.6487,153.1511,0
4763,13-02-2012 06:15,MOUNT COTTON,QLD,-27.6167,153.2167,0
4764,12-02-2012 07:00,MOUNT TAMBORINE,QLD,-27.9726,153.1977,0
4765,12-02-2012 07:00,NAMBOUR,QLD,-26.627,152.9591,0
4766,12-02-2012 00:00,SUNSHINE COAST,QLD,-26.5,153,0
4767,11-02-2012 00:00,VIRGINIA,QLD,-27.3762,153.065,0
4768,01-02-2012 05:50,OONDOOROO CREEK,QLD,-22.45,143.2167,0
4769,27-01-2012 07:30,GODWIN BEACH,QLD,-27.0848,153.1133,0
4770,29-01-2012 06:20,HUMEBURN,QLD,-27.4123,145.2781,0
4771,28-01-2012 10:55,GLENORA,QLD,-19.0333,142.85,0
4772,28-01-2012 11:10,COWLEY,QLD,-17.6815,146.0547,0
4773,25-03-2012 12:10,TULLY RIVER,QLD,-18.0333,146.05,0
4774,22-03-2012 06:30,BUNDILLA CREEK,QLD,-27.9333,144.2167,0
4775,22-03-2012 06:55,MAROOCHYDORE,QLD,-26.6554,153.0933,0
4776,22-03-2012 07:20,PARREARRA,QLD,-26.7109,153.1219,0
4777,21-03-2012 23:00,BEE CREEK,QLD,-18.2167,144.2,0
4778,20-03-2012 02:00,GREENMOUNT,QLD,-21.1667,149.05,0
4779,20-03-2012 11:00,MIRANI,QLD,-21.1601,148.8686,0
4780,20-03-2012 02:00,"VINCE,MOUNT,MT",QLD,-22.25,148.95,0
4781,19-03-2012 05:45,BARRON CREEK,QLD,-14.7,142.55,0
4782,19-03-2012 05:30,STOKES CREEK,QLD,-22.2833,144.3167,0
4783,19-03-2012 12:30,SOUTH MISSION BEACH,QLD,-17.9435,146.0928,0
4784,19-03-2012 12:40,BOWEN,QLD,-20.1309,148.1814,0
4785,19-03-2012 12:40,BRINSMEAD,QLD,-16.8999,145.7158,0
4786,19-03-2012 12:40,CAIRNS,QLD,-22.6167,148.25,0
4788,18-03-2012 06:05,BARRON,QLD,-16.864,145.7111,0
4789,18-03-2012 05:50,FLAGGY CREEK,QLD,-27.9,152.2667,0
4790,17-03-2012 05:35,MOUNT MOWBULLAN,QLD,-26.8854,151.5972,0
4791,07-03-2012 08:55,COORANGA,QLD,-26.8667,151.1667,0
4792,07-03-2012 01:10,HALIFAX,QLD,-18.5829,146.3178,0
4793,05-03-2012 23:00,TIARO,QLD,-25.7223,152.5818,0
4794,05-03-2012 00:00,TEDDINGTON WEIR,QLD,-25.65,152.6667,317
4795,05-03-2012 16:40,MUSKET FLAT,QLD,-25.5,152.35,0
4796,05-03-2012 16:55,CHERWELL,QLD,-25.279,152.4872,0
4797,05-03-2012 21:35,MARY RIVER,QLD,-25.4333,152.9333,0
4798,05-03-2012 21:30,TEDDINGTON WEIR,QLD,-25.65,152.6667,0
4799,05-03-2012 19:50,NOOSA RIVER,QLD,-26.3833,153.0833,0
